,csv_list,downloaded
47127,Heteropanula flavimacula.csv,True
47128,Cerurina marshalli.csv,True
47129,Hyphus apicalis.csv,True
47130,Mastixis aspisalis.csv,True
47131,Ponana quadralaba.csv,True
47132,Glaphyria cappsi.csv,True
47133,Anisodes transecta.csv,True
47134,Allocapnia minima.csv,True
47135,Gynacantha phaeomeria.csv,True
47136,Leskia similis.csv,True
47137,Amiga arnaca.csv,True
47138,Calyptra gruesa.csv,True
47139,Incertobole evelina.csv,True
47140,Nephrogramma separata.csv,True
47141,Aleurocanthus ceracroceus.csv,True
47142,Eicochrysops meryamae.csv,True
47143,Vitumnus scenicus.csv,True
47144,Ampedus vitiosus.csv,True
47145,Horisme radicaria.csv,True
47146,Herpetogramma phaeopteralis.csv,True
47147,Rhinocoeta cornuta.csv,True
47148,Libellula comanche.csv,True
47149,Callirhytis hopkinsi.csv,True
47150,Oragua gregoirei.csv,True
47151,Zaretis strigosus.csv,True
47152,Plateros purus.csv,True
47153,Sceliages hippias.csv,True
47154,Reuteria atalayi.csv,True
47155,Agrilus fosseicollis.csv,True
47156,Microcoema tridens.csv,True
47157,Corymbitodes tarsalis.csv,True
47158,Loxostege aeruginalis.csv,True
47159,Megalomus carpenteri.csv,True
47160,Polyrhachis semiaurata.csv,True
47161,Elachista heringi.csv,True
47162,Jadera coturnix.csv,True
47163,Oncocephalus simillimus.csv,True
47164,Aliteus reichei.csv,True
47165,Bagous diglyptus.csv,True
47166,Aethes spartinana.csv,True
47167,Hydrochus ignicollis.csv,True
47168,Cylindera dissimilis.csv,True
47169,Telorta acuminata.csv,True
47170,Uresiphita polygonalis.csv,True
47171,Tydides imitator.csv,True
47172,Tropicus pusillus.csv,True
47173,Parnassius corybas.csv,True
47174,Leucania pseudargyria.csv,True
47175,Bootanomyia stigmatizans.csv,True
47176,Diastrophus potentillae.csv,True
47177,Scelimena celebica.csv,True
47178,Lagria laticollis.csv,True
47179,Mesene philonis.csv,True
47180,Himantigera silvestris.csv,True
47181,Polydrusus cervinus.csv,True
47182,Pseudomyrmex apache.csv,True
47183,Eupithecia rotundopuncta.csv,True
47184,Pococera scortealis.csv,True
47185,Euchalcia variabilis.csv,True
47186,Tetragonula carbonaria.csv,True
47187,Herina gyrans.csv,True
47188,Leucozona nigripila.csv,True
47189,Diomea lignicolora.csv,True
47190,Declana toreuta.csv,True
47191,Elacomia femorata.csv,True
47192,Biston robustus.csv,True
47193,Chlorophanus gibbosus.csv,True
47194,Chelobasis bicolor.csv,True
47195,Eucera lanuginosa.csv,True
47196,Brachythops flavens.csv,True
47197,Orthognathus subparallelus.csv,True
47198,Phytoecia armeniaca.csv,True
47199,Holotrichius obtusangulus.csv,True
47200,Arachnocampa flava.csv,True
47201,Ostrinia furnacalis.csv,True
47202,Disholcaspis terrestris.csv,True
47203,Eupithecia junctifascia.csv,True
47204,Udea uliginosalis.csv,True
47205,Jambiliara selita.csv,True
47206,Acrida willemsei.csv,True
47207,Vanenga mediorosea.csv,True
47208,Eusarca falcata.csv,True
47209,Aedia squamosa.csv,True
47210,Hypatopa punctiferella.csv,True
47211,Pseudocoremia lactiflua.csv,True
47212,Heteropacha rileyana.csv,True
47213,Passova ganymedes.csv,True
47214,Tettiella odiosa.csv,True
47215,Carmenta ithacae.csv,True
47216,Tyria jacobaeae.csv,True
47217,Bradina trigonalis.csv,True
47218,Gnamptogenys striatula.csv,True
47219,Xyletinus distinguendus.csv,True
47220,Hoplojana rhodoptera.csv,True
47221,Dichromodes molybdaria.csv,True
47222,Trigona spinipes.csv,True
47223,Mycetophila colorata.csv,True
47224,Stropenron hamata.csv,True
47225,Rhyothemis fenestrina.csv,True
47226,Enceladus gigas.csv,True
47227,Rosema myops.csv,True
47228,Ischyropalpus occidentalis.csv,True
47229,Amata sperbius.csv,True
47230,Camponotus dicksoni.csv,True
47231,Ancylis laetana.csv,True
47232,Padenia duplicana.csv,True
47233,Tristrophis veneris.csv,True
47234,Cassionympha detecta.csv,True
47235,Lewdeitzia lunata.csv,True
47236,Tragocephala jucunda.csv,True
47237,Stephanitis takeyai.csv,True
47238,Argyresthia inscriptella.csv,True
47239,Scrobipalpa costella.csv,True
47240,Bucculatrix eupatoriella.csv,True
47241,Lasius fallax.csv,True
47242,Hydrochara dichroma.csv,True
47243,Spartocera batatas.csv,True
47244,Tasgius morsitans.csv,True
47245,Cotesia congregata.csv,True
47246,Pardasena verna.csv,True
47247,Rihirbus trochantericus.csv,True
47248,Delta latreillei.csv,True
47249,Wanderbiltiana sejuncta.csv,True
47250,Sastragala scutellata.csv,True
47251,Ellipticus pallidus.csv,True
47252,Limonius pectoralis.csv,True
47253,Sylvicola fuscatus.csv,True
47254,Salia lysizona.csv,True
47255,Cicadatra persica.csv,True
47256,Belenois thysa.csv,True
47257,Oospila ecuadorata.csv,True
47258,Carphurus fasciculatus.csv,True
47259,Scaphinotus unicolor.csv,True
47260,Disholcaspis mellifica.csv,True
47261,Blaps barrancoi.csv,True
47262,Dirphia crassifurca.csv,True
47263,Kuschelina thoracica.csv,True
47264,Hydrobiosella mixta.csv,True
47265,Cerocala scapulosa.csv,True
47266,Erechthias terminella.csv,True
47267,Anthaxia quadripunctata.csv,True
47268,Limnoxenus zealandicus.csv,True
47269,Cardiaspina retator.csv,True
47270,Brachyrhynchus membranaceus.csv,True
47271,Paralimnophila bingelima.csv,True
47272,Hypsoropha adeona.csv,True
47273,Miltochrista miniata.csv,True
47274,Panorpa rufostigma.csv,True
47275,Egle ciliata.csv,True
47276,Euselasia euboea.csv,True
47277,Stictopleurus abutilon.csv,True
47278,Heliosia perichares.csv,True
47279,Melittia gorochovi.csv,True
47280,Nippononebria virescens.csv,True
47281,Rhopalomyia tumidibulla.csv,True
47282,Clada tricostata.csv,True
47283,Polistes instabilis.csv,True
47284,Lacinipolia strigicollis.csv,True
47285,Ceranemota albertae.csv,True
47286,Rhinotia hemisticta.csv,True
47287,Plecoptera oculata.csv,True
47288,Flatormenis saucia.csv,True
47289,Eucriotettix hainanensis.csv,True
47290,Rawasia aeneomicans.csv,True
47291,Orthosia garmani.csv,True
47292,Adelpha jordani.csv,True
47293,Micandra aegides.csv,True
47294,Euchroea clementi.csv,True
47295,Acleris quercinana.csv,True
47296,Eletica testacea.csv,True
47297,Rhizophagus aeneus.csv,True
47298,Chlaenius orbus.csv,True
47299,Fannia canicularis.csv,True
47300,Aphis coreopsidis.csv,True
47301,Schinia luxa.csv,True
47302,Hyrmine sexpunctata.csv,True
47303,Argia joergenseni.csv,True
47304,Cacama valvata.csv,True
47305,Harpactor angulosus.csv,True
47306,Alagoasa gemmata.csv,True
47307,Pheidole crassicornis.csv,True
47308,Metallus lanceolatus.csv,True
47309,Esakiozephyrus bieti.csv,True
47310,Psodos quadrifaria.csv,True
47311,Parvospila cilissa.csv,True
47312,Auzea rufifrontata.csv,True
47313,Scatopyrodes iris.csv,True
47314,Macrodontia dejeani.csv,True
47315,Cechenena aegrota.csv,True
47316,Hybomitra montana.csv,True
47317,Euthalia apex.csv,True
47318,Pulchriphyllium abdulfatahi.csv,True
47319,Zygaena erythrus.csv,True
47320,Ricania apicalis.csv,True
47321,Scotochroa buprestoides.csv,True
47322,Chazara kaufmanni.csv,True
47323,Dione juno.csv,True
47324,Odontotermes formosanus.csv,True
47325,Aproida balyi.csv,True
47326,Polistes loveridgei.csv,True
47327,Boloria kriemhild.csv,True
47328,Sitona inops.csv,True
47329,Campylomma marjorae.csv,True
47330,Hesperia dacotae.csv,True
47331,Promecoderus viridiaeneus.csv,True
47332,Eupithecia abbreviata.csv,True
47333,Tachypompilus erubescens.csv,True
47334,Eucosma radiatana.csv,True
47335,Epilachna eusema.csv,True
47336,Hileolaspis aurata.csv,True
47337,Heliconius hecuba.csv,True
47338,Pelochrista quinquemaculana.csv,True
47339,Tropidoderus rhodomus.csv,True
47340,Malachius coccineus.csv,True
47341,Spilopteron occiputale.csv,True
47342,Cithaerias cliftoni.csv,True
47343,Epipsestis bilineata.csv,True
47344,Apolygus subhilaris.csv,True
47345,Pierella lucia.csv,True
47346,Apantesis elongata.csv,True
47347,Pararethona hierax.csv,True
47348,Axiopoena karelini.csv,True
47349,Pleocoma australis.csv,True
47350,Macrosoma heliconiaria.csv,True
47351,Calisto pulchella.csv,True
47352,Palpibracus vittatus.csv,True
47353,Automeris oaxacensis.csv,True
47354,Mischocyttarus rotundicollis.csv,True
47355,Euryphura achlys.csv,True
47356,Pseudanarta damnata.csv,True
47357,Perissus mimicus.csv,True
47358,Helicopacris nigricornis.csv,True
47359,Heterolocha coccinea.csv,True
47360,Endeolena xanthiella.csv,True
47361,Gesonia fallax.csv,True
47362,Messiasia pertenuis.csv,True
47363,Isodontia apicalis.csv,True
47364,Aedes atlanticus.csv,True
47365,Metaemene satellita.csv,True
47366,Therinia buckleyi.csv,True
47367,Antichloris quadricolor.csv,True
47368,Catastega timidella.csv,True
47369,Stemorrhages marthesiusalis.csv,True
47370,Apela divisa.csv,True
47371,Phoebolampta caeruleotergum.csv,True
47372,Salma amica.csv,True
47373,Idiochlora celataria.csv,True
47374,Megachile concinna.csv,True
47375,Pirascca phoenicura.csv,True
47376,Ophiogomphus westfalli.csv,True
47377,Camponotus clarithorax.csv,True
47378,Argidia suprema.csv,True
47379,Phymata americana.csv,True
47380,Trichocolletes chrysostomus.csv,True
47381,Corydalus armatus.csv,True
47382,Mimohammus flavescens.csv,True
47383,Hymetta anthisma.csv,True
47384,Spiramater lutra.csv,True
47385,Calocomus desmarestii.csv,True
47386,Dycladia vitrina.csv,True
47387,Rabdophaga salicisrhodoides.csv,True
47388,Colocleora proximaria.csv,True
47389,Huberia brounii.csv,True
47390,Aristathlus regalis.csv,True
47391,Cylapus striatus.csv,True
47392,Lepidophora lutea.csv,True
47393,Pirascca tyriotes.csv,True
47394,Flohria subcoerulea.csv,True
47395,Ponometia acutus.csv,True
47396,Aedes sticticus.csv,True
47397,Nirvana suturalis.csv,True
47398,Dasymutilla foxi.csv,True
47399,Coranarta cordigera.csv,True
47400,Niesthrea louisianica.csv,True
47401,Acontia tinctilis.csv,True
47402,Stichelia bocchoris.csv,True
47403,Euthrix inobtrusa.csv,True
47404,Adhemarius daphne.csv,True
47405,Homeomastax kressi.csv,True
47406,Tholymis tillarga.csv,True
47407,Tabanus taeniatus.csv,True
47408,Esperia sulphurella.csv,True
47409,Nabicula vanduzeei.csv,True
47410,Lissopimpla excelsa.csv,True
47411,Euphyllura olivina.csv,True
47412,Alchisme ustulata.csv,True
47413,Tarisa salsae.csv,True
47414,Erichius femoralis.csv,True
47415,Micranoplium unicolor.csv,True
47416,Bruchomorpha jocosa.csv,True
47417,Tragocephala mima.csv,True
47418,Cheilomenes lunata.csv,True
47419,Alcaeus lignicolor.csv,True
47420,Neoheliodines hodgesi.csv,True
47421,Trachystola granulata.csv,True
47422,Parachinavia prunasis.csv,True
47423,Miltochrista arcuata.csv,True
47424,Maccaffertium mexicanum.csv,True
47425,Tritocosmia atricilla.csv,True
47426,Spilosoma glatignyi.csv,True
47427,Erotylus cassidoides.csv,True
47428,Monticomorpha flavolimbata.csv,True
47429,Leptocybe invasa.csv,True
47430,Hyposada hydrocampata.csv,True
47431,Gymnelia villia.csv,True
47432,Phyllonorycter trifasciella.csv,True
47433,Ephippiger persicarius.csv,True
47434,Solanophila dregei.csv,True
47435,Athemistus echinatus.csv,True
47436,Chrysops carbonarius.csv,True
47437,Glyphodes sibillalis.csv,True
47438,Ectemnius paucimaculatus.csv,True
47439,Protaetia philippensis.csv,True
47440,Stigmodera sanguinosa.csv,True
47441,Paropsisterna semivittata.csv,True
47442,Drepanosticta fontinalis.csv,True
47443,Sphecodes dichrous.csv,True
47444,Lagrioida brouni.csv,True
47445,Tanaecia clathrata.csv,True
47446,Valonia complicata.csv,True
47447,Ellescus bipunctatus.csv,True
47448,Polites mystic.csv,True
47449,Blaps gibba.csv,True
47450,Macromia urania.csv,True
47451,Euryaulax kirkaldyi.csv,True
47452,Xylonichus eucalypti.csv,True
47453,Catocala becheri.csv,True
47454,Naddia taiwanensis.csv,True
47455,Chinavia nigrodorsata.csv,True
47456,Pocota bomboides.csv,True
47457,Mordella sellata.csv,True
47458,Lilioceris lilii.csv,True
47459,Pogonosoma ridingsi.csv,True
47460,Phytocoris carnosulus.csv,True
47461,Leucocelis aeneicollis.csv,True
47462,Melangyna quadrimaculata.csv,True
47463,Brachynotocoris puncticornis.csv,True
47464,Ectoblemma rosella.csv,True
47465,Ulochlaena hirta.csv,True
47466,Tropisternus quadristriatus.csv,True
47467,Coloradoa rufomaculata.csv,True
47468,Pisterotarsa gigantea.csv,True
47469,Brochymena apiculata.csv,True
47470,Glyphidocera democratica.csv,True
47471,Ambivia undata.csv,True
47472,Orthos lycortas.csv,True
47473,Limnaecia cirrhosema.csv,True
47474,Ateleia spadicithorax.csv,True
47475,Pandemis cinnamomeana.csv,True
47476,Psychoglypha subborealis.csv,True
47477,Micropterix schaefferi.csv,True
47478,Andricus quadrilineatus.csv,True
47479,Longitarsus rutilus.csv,True
47480,Othorene cadmus.csv,True
47481,Synanthedon tenuis.csv,True
47482,Ramulus mikado.csv,True
47483,Urochela luteovaria.csv,True
47484,Asphondylia calycotomae.csv,True
47485,Stephanitis nashi.csv,True
47486,Micromantis glauca.csv,True
47487,Ruspolia interrupta.csv,True
47488,Drepanogynis monas.csv,True
47489,Davidius lunatus.csv,True
47490,Bryophilopsis leucopolia.csv,True
47491,Cigaritis elima.csv,True
47492,Schizocerella lineata.csv,True
47493,Bolboleaus quadriarmigerus.csv,True
47494,Megacephala regalis.csv,True
47495,Nesocordulia malgassica.csv,True
47496,Episcapha morawitzi.csv,True
47497,Andrena bimaculata.csv,True
47498,Anorthoa angustipennis.csv,True
47499,Parantica agleoides.csv,True
47500,Chlorocoma stereota.csv,True
47501,Titanio tarraconensis.csv,True
47502,Zoraida albicans.csv,True
47503,Dichrorampha petiverella.csv,True
47504,Phalonidia affinitana.csv,True
47505,Parapiromis translucida.csv,True
47506,Erionota grandis.csv,True
47507,Chlamisus hypocrita.csv,True
47508,Acupalpus maculatus.csv,True
47509,Graphocephala apicata.csv,True
47510,Coelomera cajennensis.csv,True
47511,Chilotomina nigritarsis.csv,True
47512,Graphium parus.csv,True
47513,Eurygaster amerinda.csv,True
47514,Pseudophilotes bavius.csv,True
47515,Banasa calva.csv,True
47516,Iulotrichia decursaria.csv,True
47517,Zelandotipula novarae.csv,True
47518,Tholera americana.csv,True
47519,Stalagmostethus fuscatus.csv,True
47520,Gogana integra.csv,True
47521,Petrophila cappsi.csv,True
47522,Metapocyrtus davaoensis.csv,True
47523,Condylostylus longicornis.csv,True
47524,Chilades minuscula.csv,True
47525,Dira clytus.csv,True
47526,Amphicallia solai.csv,True
47527,Cantharis xanthoporpa.csv,True
47528,Idaea subfervens.csv,True
47529,Theritas paupera.csv,True
47530,Theopompa ophthalmica.csv,True
47531,Delias pasithoe.csv,True
47532,Eurycnema goliath.csv,True
47533,Dolichurus corniculus.csv,True
47534,Physcaeneura pione.csv,True
47535,Mesosemia sirenia.csv,True
47536,Myara unicolor.csv,True
47537,Elaphristis leucochorda.csv,True
47538,Euchaetes antica.csv,True
47539,Crepidosceles glycydora.csv,True
47540,Eupastranaia lilacina.csv,True
47541,Isturgia penthearia.csv,True
47542,Crocozona croceifasciata.csv,True
47543,Dryobotodes pryeri.csv,True
47544,Lacalma albirufalis.csv,True
47545,Diabrotica jamaicensis.csv,True
47546,Hyperlais rivasalis.csv,True
47547,Antigonus erosus.csv,True
47548,Proctacanthus brevipennis.csv,True
47549,Tormissus linsi.csv,True
47550,Macrochilo orciferalis.csv,True
47551,Pristoderus saccharatus.csv,True
47552,Phytometra ernestinana.csv,True
47553,Pontia callidice.csv,True
47554,Colotis calais.csv,True
47555,Schizorhina atropunctata.csv,True
47556,Pheropsophus lissoderus.csv,True
47557,Hadrodemus noualhieri.csv,True
47558,Eudonia minualis.csv,True
47559,Conognatha percheronii.csv,True
47560,Chabula sphenocosma.csv,True
47561,Peridea graeseri.csv,True
47562,Omophron nitidum.csv,True
47563,Pheraspis mesotypa.csv,True
47564,Bactrocera brunnea.csv,True
47565,Perala viridis.csv,True
47566,Auchmis detersa.csv,True
47567,Peratophyga xanthyala.csv,True
47568,Chlaenius nemoralis.csv,True
47569,Citioica homoea.csv,True
47570,Neoconocephalus truncatirostris.csv,True
47571,Archiephestia adpiscinella.csv,True
47572,Euacidalia quakerata.csv,True
47573,Chirgus fides.csv,True
47574,Loxostege egregialis.csv,True
47575,Dorcacerus barbatus.csv,True
47576,Caenurgia runica.csv,True
47577,Oncideres fulvostillata.csv,True
47578,Chalcostephia flavifrons.csv,True
47579,Xylophanes alexandrei.csv,True
47580,Nyctelia picipes.csv,True
47581,Spodoptera cosmioides.csv,True
47582,Argyraspodes argyraspis.csv,True
47583,Haetera macleannania.csv,True
47584,Prionus delavayi.csv,True
47585,Agromyza fission.csv,True
47586,Ateloplus luteus.csv,True
47587,Hesperilla crypsargyra.csv,True
47588,Eumayria floridana.csv,True
47589,Chauliognathus militaris.csv,True
47590,Oligocentria semirufescens.csv,True
47591,Aquarius adelaidis.csv,True
47592,Eucorydia westwoodi.csv,True
47593,Calomela curtisi.csv,True
47594,Pintalia constellaris.csv,True
47595,Acanthoproctus cervinus.csv,True
47596,Tosirips magyarus.csv,True
47597,Epichrysocharis burwelli.csv,True
47598,Archips crataegana.csv,True
47599,Camponotus reichenspergeri.csv,True
47600,Castiarina crocicolor.csv,True
47601,Oleria cyrene.csv,True
47602,Prionotylus brevicornis.csv,True
47603,Gilpinia virens.csv,True
47604,Neumoegenia poetica.csv,True
47605,Aradus annulicornis.csv,True
47606,Mompha argentimaculella.csv,True
47607,Antimima cryptica.csv,True
47608,Lyraletes varicolor.csv,True
47609,Physonota ovalis.csv,True
47610,Astenus discopunctatus.csv,True
47611,Harpalus luteicornis.csv,True
47612,Tripudia rectangula.csv,True
47613,Cryomyia argyropila.csv,True
47614,Belonogaster dubia.csv,True
47615,Coccidiphila gerasimovi.csv,True
47616,Bombus diligens.csv,True
47617,Odontotermes obesus.csv,True
47618,Mocis marcida.csv,True
47619,Chlorosea roseitacta.csv,True
47620,Propylea japonica.csv,True
47621,Anchylorhynchus variabilis.csv,True
47622,Choristoneura rosaceana.csv,True
47623,Faunis kirata.csv,True
47624,Xenochroa costiplaga.csv,True
47625,Argia percellulata.csv,True
47626,Yanguna cometes.csv,True
47627,Agathia hilarata.csv,True
47628,Tisobarica thyteria.csv,True
47629,Rhodobaenus lebasii.csv,True
47630,Salebriaria equivoca.csv,True
47631,Sphex fumicatus.csv,True
47632,Epeolus compactus.csv,True
47633,Lopidea arizonae.csv,True
47634,Cimbex connatus.csv,True
47635,Ponometia fasciatella.csv,True
47636,Agromyza soka.csv,True
47637,Timema cristinae.csv,True
47638,Ithomia iphianassa.csv,True
47639,Neophaenis boucheri.csv,True
47640,Disterna annulata.csv,True
47641,Antictenia punctunculus.csv,True
47642,Polymerus unifasciatus.csv,True
47643,Pero ancetaria.csv,True
47644,Belenois aurota.csv,True
47645,Epicallima mercedella.csv,True
47646,Anthophora quadrimaculata.csv,True
47647,Capnia coloradensis.csv,True
47648,Vatiga illudens.csv,True
47649,Agrotis radians.csv,True
47650,Procitheronia principalis.csv,True
47651,Ectomis asine.csv,True
47652,Adelges abietis.csv,True
47653,Tolmerus cingulatus.csv,True
47654,Plistospilota maxima.csv,True
47655,Xylophanes cyrene.csv,True
47656,Arge humeralis.csv,True
47657,Lamprospilus orcidia.csv,True
47658,Gadirtha pulchra.csv,True
47659,Papilio thaiwanus.csv,True
47660,Dichrorampha flavidorsana.csv,True
47661,Dineutus longimanus.csv,True
47662,Neoneella zikani.csv,True
47663,Telmatogeton japonicus.csv,True
47664,Lytta deserticola.csv,True
47665,Psychocampa joanna.csv,True
47666,Microtragus arachne.csv,True
47667,Gynoplistia arthuriana.csv,True
47668,Ospriocerus latipennis.csv,True
47669,Onthophagus cameloides.csv,True
47670,Anthicus scabriceps.csv,True
47671,Ischnus inquisitorius.csv,True
47672,Stolas chalybaea.csv,True
47673,Teleonemia nigrina.csv,True
47674,Amphylaeus obscuriceps.csv,True
47675,Xyphosia miliaria.csv,True
47676,Laphria sadales.csv,True
47677,Pochazia transversa.csv,True
47678,Ambrysus circumcinctus.csv,True
47679,Neodiphthera venusta.csv,True
47680,Idioneurula donegani.csv,True
47681,Grotea californica.csv,True
47682,Anteros renaldus.csv,True
47683,Candovia granulosa.csv,True
47684,Stenobothrus cotticus.csv,True
47685,Heterosternuta diversicornis.csv,True
47686,Lyonetia latistrigella.csv,True
47687,Cicia norape.csv,True
47688,Corythucha eriodictyonae.csv,True
47689,Epuraea melina.csv,True
47690,Oncideres impluviata.csv,True
47691,Neopithecops zalmora.csv,True
47692,Akimerus schaefferi.csv,True
47693,Ochodaeus chrysomeloides.csv,True
47694,Ethmia kirbyi.csv,True
47695,Hylaeus albonitens.csv,True
47696,Mycetophila marginepunctata.csv,True
47697,Hymenalia gravida.csv,True
47698,Isonychia velma.csv,True
47699,Euclera meones.csv,True
47700,Nacopa bistrigata.csv,True
47701,Titanacris humboldtii.csv,True
47702,Amechana nobilis.csv,True
47703,Gastrinodes bitaeniaria.csv,True
47704,Anydraula pericompsa.csv,True
47705,Euglyphis vitripuncta.csv,True
47706,Lophotettix zumbadoi.csv,True
47707,Phaeochlaena hazara.csv,True
47708,Dejuna setosa.csv,True
47709,Scelimena spiculata.csv,True
47710,Stenopogon falukei.csv,True
47711,Apiochaeta similis.csv,True
47712,Eupithecia lariciata.csv,True
47713,Pterostichus caligans.csv,True
47714,Arocatus nanus.csv,True
47715,Leiopus marcelamonneae.csv,True
47716,Onitis fulgidus.csv,True
47717,Colobothea varia.csv,True
47718,Olbonoma triptycha.csv,True
47719,Longitarsus melanocephalus.csv,True
47720,Pyrrhopyge sergius.csv,True
47721,Acropolitis canana.csv,True
47722,Calosoma fulgens.csv,True
47723,Xylota flavitibia.csv,True
47724,Anthela asterias.csv,True
47725,Amphipyra berbera.csv,True
47726,Lassaba contaminata.csv,True
47727,Bryopsis amasina.csv,True
47728,Poecilanthrax alcyon.csv,True
47729,Amphicnemis wallacii.csv,True
47730,Strongylogaster multifasciata.csv,True
47731,Aethalotus tonkinensis.csv,True
47732,Hydaticus grammicus.csv,True
47733,Hetaerina americana.csv,True
47734,Pyrisitia lisa.csv,True
47735,Despoina spinosa.csv,True
47736,Anisostena gracilis.csv,True
47737,Embaphion muricatum.csv,True
47738,Allantus nigritibialis.csv,True
47739,Phyllonorycter platani.csv,True
47740,Atylotus horvathi.csv,True
47741,Guetaresia lankesteri.csv,True
47742,Cimicodes albicosta.csv,True
47743,Cyclophora azorensis.csv,True
47744,Sulcophanaeus menelas.csv,True
47745,Ithomia jucunda.csv,True
47746,Hesperia pahaska.csv,True
47747,Ophisma tecta.csv,True
47748,Erebia palarica.csv,True
47749,Atrapsalta fuscata.csv,True
47750,Sphaerophoria philanthus.csv,True
47751,Crocydopora cinigerella.csv,True
47752,Ptinus fallax.csv,True
47753,Trachykele nimbosa.csv,True
47754,Xanthorhoe oxybiata.csv,True
47755,Lophophelma luteipes.csv,True
47756,Ranunculiphilus italicus.csv,True
47757,Ptychoderes rugicollis.csv,True
47758,Conolophia aemula.csv,True
47759,Horvathiolus gibbicollis.csv,True
47760,Aplidia etrusca.csv,True
47761,Championica variegata.csv,True
47762,Oxyops vitiosus.csv,True
47763,Nyctophila syriaca.csv,True
47764,Trypetisoma sticticum.csv,True
47765,Agrilus ornatus.csv,True
47766,Dichomeris heriguronis.csv,True
47767,Trichromia cotes.csv,True
47768,Chrysopa phyllochroma.csv,True
47769,Macrogomphus parallelogramma.csv,True
47770,Bruchus atomarius.csv,True
47771,Asphondylia floriformis.csv,True
47772,Andrena agilissima.csv,True
47773,Eublemma rubripuncta.csv,True
47774,Addaea probolopis.csv,True
47775,Macrogomphus kerri.csv,True
47776,Kuschelina petaurista.csv,True
47777,Hypocysta adiante.csv,True
47778,Vanessa atalanta.csv,True
47779,Metacrias erichrysa.csv,True
47780,Faveria laiasalis.csv,True
47781,Heliopetes laviana.csv,True
47782,Pachnoda thoracica.csv,True
47783,Jansenia westermanni.csv,True
47784,Ectoedemia hannoverella.csv,True
47785,Trichophthalma nubipennis.csv,True
47786,Carpophilus mutilatus.csv,True
47787,Eucosma alabamae.csv,True
47788,Camponotus foreli.csv,True
47789,Sirex areolatus.csv,True
47790,Acrolepiopsis leucoscia.csv,True
47791,Androchirus erythropus.csv,True
47792,Oncideres polychroma.csv,True
47793,Eurhopalothrix gravis.csv,True
47794,Trirhabda sericotrachyla.csv,True
47795,Xylocopa phalothorax.csv,True
47796,Coelichneumon deliratorius.csv,True
47797,Phaedyma amphion.csv,True
47798,Mesosa longipennis.csv,True
47799,Carabus dehaanii.csv,True
47800,Deraeocoris sayi.csv,True
47801,Stator bixae.csv,True
47802,Chlorogonalia coeruleovittata.csv,True
47803,Gryllus insularis.csv,True
47804,Rhagigaster scalae.csv,True
47805,Thisizima ceratella.csv,True
47806,Brachys cephalicus.csv,True
47807,Oslaria pura.csv,True
47808,Myelois circumvoluta.csv,True
47809,Elaphidion mimeticum.csv,True
47810,Pleuroptya punctimarginalis.csv,True
47811,Zimmermannia bosquella.csv,True
47812,Chrysocharis gemma.csv,True
47813,Cuterebra lepivora.csv,True
47814,Bupalus piniaria.csv,True
47815,Parachius luteolus.csv,True
47816,Evergestis obliqualis.csv,True
47817,Eudocima procus.csv,True
47818,Audea zimmeri.csv,True
47819,Galeruca jucunda.csv,True
47820,Parisopalpus macleayi.csv,True
47821,Fibla pasiphae.csv,True
47822,Eudonia commortalis.csv,True
47823,Abrostola agnorista.csv,True
47824,Gastrolina thoracica.csv,True
47825,Itaballia marana.csv,True
47826,Hyalessa obnubila.csv,True
47827,Corades ulema.csv,True
47828,Pogonota barbata.csv,True
47829,Arecopais spectabilis.csv,True
47830,Panacanthus intensus.csv,True
47831,Distoplectron gerstaeckeri.csv,True
47832,Polichne spinulosa.csv,True
47833,Acanthinus scitulus.csv,True
47834,Iareonycha ipepuna.csv,True
47835,Batocera rufomaculata.csv,True
47836,Ricania guttata.csv,True
47837,Graphium mullah.csv,True
47838,Garateia ximenae.csv,True
47839,Tettigonia cantans.csv,True
47840,Atolmis rubricollis.csv,True
47841,Suzukiana pallida.csv,True
47842,Feigeria vultura.csv,True
47843,Anthocharis cardamines.csv,True
47844,Prosopocera dejeani.csv,True
47845,Eubrianax edwardsii.csv,True
47846,Ophelimus maskelli.csv,True
47847,Gorytes simillimus.csv,True
47848,Mygdonia tuberculosa.csv,True
47849,Chlosyne melanarge.csv,True
47850,Eurybia carolina.csv,True
47851,Diestostemma excisum.csv,True
47852,Rhagiomorpha lepturoides.csv,True
47853,Schizotus cervicalis.csv,True
47854,Libellago andamanensis.csv,True
47855,Pharmacis aemilianus.csv,True
47856,Miltochrista synestramena.csv,True
47857,Parectopa pennsylvaniella.csv,True
47858,Chauliognathus latetrinotatus.csv,True
47859,Zanclognatha zelleralis.csv,True
47860,Lygocoris pabulinus.csv,True
47861,Empysarus depressus.csv,True
47862,Harmonides panamensis.csv,True
47863,Anotia bonnetii.csv,True
47864,Agrotis volubilis.csv,True
47865,Eois phaneroscia.csv,True
47866,Berta acte.csv,True
47867,Abraxas intervacuata.csv,True
47868,Pterolocera amplicornis.csv,True
47869,Camponotus atrox.csv,True
47870,Deraeocoris ater.csv,True
47871,Paragonatas divergens.csv,True
47872,Tebenna gemmalis.csv,True
47873,Platypedia similis.csv,True
47874,Trachysida mutabilis.csv,True
47875,Melitta tricincta.csv,True
47876,Anomala badia.csv,True
47877,Stiretrus bifrenatus.csv,True
