photo_count,taxon_name,ancestry,rank,rank_level,state_of_matter,kingdom,phylum,subphylum,class,subclass,order,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies
11544,Hypena scabra,48460/1/47120/372739/47158/184884/47157/47607/121850/122457/82202,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Hypeninae,No tribe,Hypena,No subgenus,Hypena scabra,
11361,Papilio cresphontes,48460/1/47120/372739/47158/184884/47157/47224/47223/49973/207785/47225/545185,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,Heraclides,Papilio cresphontes,
11184,Nezara viridula,48460/1/47120/372739/47158/184884/47744/61267/372868/47743/47742/51276/712842/141726,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Pentatomoidea,Pentatomidae,Pentatominae,Nezarini,Nezara,No subgenus,Nezara viridula,
11174,Tetraopes tetrophthalmus,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/50265/528867/81549,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Cerambycoidea,Cerambycidae,Lamiinae,Tetraopini,Tetraopes,No subgenus,Tetraopes tetrophthalmus,
10969,Hyphantria cunea,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/123834/127135,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Hyphantria,No subgenus,Hyphantria cunea,
10897,Anartia jatrophae,48460/1/47120/372739/47158/184884/47157/47224/47922/202067/202068/49764,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Victorinini,Anartia,No subgenus,Anartia jatrophae,
10858,Vespula maculifrons,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/84738/61356,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Vespoidea,Vespidae,Vespinae,No tribe,Vespula,No subgenus,Vespula maculifrons,
10858,Stagmomantis carolina,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097016/48111/570070/1097068/82009,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Mantodea,Mantoidea,Mantidae,Stagmomantinae,Stagmomantini,Stagmomantis,No subgenus,Stagmomantis carolina,
10822,Enallagma civile,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/50175,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Enallagma,No subgenus,Enallagma civile,
10817,Coenonympha pamphilus,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/58598/202100/52590,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,Coenonympha,No subgenus,Coenonympha pamphilus,
10775,Libellula incesta,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/47818,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Libellula,No subgenus,Libellula incesta,
10708,Libellula pulchella,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/47818,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Libellula,No subgenus,Libellula pulchella,
10694,Sceliphron caementarium,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/48742/470913/471021/121822,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,No subgenus,Sceliphron caementarium,
10654,Bombus melanopygus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus melanopygus,
10635,Hemaris diffinis,48460/1/47120/372739/47158/184884/47157/47214/47213/124071/124080/124060/51669,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Bombycoidea,Sphingidae,Macroglossinae,Dilophonotini,Hemaris,No subgenus,Hemaris diffinis,
10610,Bombus vosnesenskii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus vosnesenskii,
10558,Magicicada septendecim,48460/1/47120/372739/47158/184884/47744/125816/372849/50190/50186/361915/605045/83854/1248681,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cicadoidea,Cicadidae,Cicadettinae,Lamotialnini,Magicicada,No subgenus,Magicicada septendecim,
10322,Hypercompe scribonia,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/123834/63030,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Hypercompe,No subgenus,Hypercompe scribonia,
10228,Estigmene acrea,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/123834/121613,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Estigmene,No subgenus,Estigmene acrea,
10190,Gonepteryx rhamni,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/52772,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Coliadinae,No tribe,Gonepteryx,No subgenus,Gonepteryx rhamni,
10118,Polites peckius,48460/1/47120/372739/47158/184884/47157/47224/47653/122493/320552/58504,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Polites,No subgenus,Polites peckius,
10083,Malacosoma americana,48460/1/47120/372739/47158/184884/47157/56583/56584/124919/124719/61786,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Lasiocampini,Malacosoma,No subgenus,Malacosoma americana,
10046,Aphis nerii,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/194066/373639/517607/55215,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Aphidoidea,Aphididae,Aphidinae,Aphidini,Aphis,No subgenus,Aphis nerii,
10021,Pontia protodice,48460/1/47120/372739/47158/184884/47157/47224/48508/209720/321384/475032/59122,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Pierinae,Pierini,Pontia,No subgenus,Pontia protodice,
10013,Coreus marginatus,48460/1/47120/372739/47158/184884/47744/61267/372868/51776/51777/319231/510322/318567,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Coreoidea,Coreidae,Coreinae,Coreini,Coreus,No subgenus,Coreus marginatus,
9870,Forficula auricularia,48460/1/47120/372739/47158/184884/47793/713334/713335/949881/713337/49528/713354/61525,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Dermaptera,Forficuloidea,Forficulidae,Forficulinae,No tribe,Forficula,No subgenus,Forficula auricularia,
9817,Chauliognathus pensylvanicus,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/52932/529316/529318/52933,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Elateroidea,Cantharidae,Chauliognathinae,Chauliognathini,Chauliognathus,No subgenus,Chauliognathus pensylvanicus,
9817,Papilio rutulus,48460/1/47120/372739/47158/184884/47157/47224/47223/49973/207785/47225/545186,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,Pterourus,Papilio rutulus,
9794,Euchaetes egle,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82113/81678,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Euchaetes,No subgenus,Euchaetes egle,
9771,Autographa gamma,48460/1/47120/372739/47158/184884/47157/47607/48670/122455/62792/124044/55652,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,No subgenus,Autographa gamma,
9728,Lophocampa caryae,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82113/67692,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Lophocampa,No subgenus,Lophocampa caryae,
9705,Camponotus pennsylvanicus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Formicoidea,Formicidae,Formicinae,Camponotini,Camponotus,Camponotus,Camponotus pennsylvanicus,
9695,Abaeis nicippe,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/81728,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Coliadinae,No tribe,Abaeis,No subgenus,Abaeis nicippe,
9656,Libellula quadrimaculata,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/47818,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Libellula,No subgenus,Libellula quadrimaculata,
9628,Vespula germanica,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/84738/61356,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Vespoidea,Vespidae,Vespinae,No tribe,Vespula,No subgenus,Vespula germanica,
9581,Polygonia comma,48460/1/47120/372739/47158/184884/47157/47224/47922/202067/202066/50392,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Polygonia,No subgenus,Polygonia comma,
9453,Argia moesta,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/47977,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Argia,No subgenus,Argia moesta,
9408,Hemaris thysbe,48460/1/47120/372739/47158/184884/47157/47214/47213/124071/124080/124060/51669,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Bombycoidea,Sphingidae,Macroglossinae,Dilophonotini,Hemaris,No subgenus,Hemaris thysbe,
9392,Allograpta obliqua,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/49995/186841/121991/118969,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Syrphidae,Syrphinae,Syrphini,Allograpta,No subgenus,Allograpta obliqua,
9385,Ischnura elegans,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/52054,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Ischnura,No subgenus,Ischnura elegans,
9372,Anoplotrupes stercorosus,48460/1/47120/372739/47158/184884/47208/71130/702480/48202/60539/489349/633942/125656,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Anoplotrupes,No subgenus,Anoplotrupes stercorosus,
9237,Ascalapha odorata,48460/1/47120/372739/47158/184884/47157/47607/121850/122426/121562/61504,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Erebinae,Thermesiini,Ascalapha,No subgenus,Ascalapha odorata,
9214,Propylea quatuordecimpunctata,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/48486/333790/333796/61533,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Propylea,No subgenus,Propylea quatuordecimpunctata,
9188,Schistocerca nitens,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/47649/337688/523283/52159,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Acridoidea,Acrididae,Cyrtacanthacridinae,Cyrtacanthacridini,Schistocerca,No subgenus,Schistocerca nitens,
9136,Sympetrum striolatum,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/51556,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Sympetrum,No subgenus,Sympetrum striolatum,
9111,Bombus terrestris,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903/1092510,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus terrestris,
9070,Tettigonia viridissima,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/82546/523104/133251,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Tettigonioidea,Tettigoniidae,Tettigoniinae,Tettigoniini,Tettigonia,No subgenus,Tettigonia viridissima,
9067,Pantala flavescens,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/52585,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Pantala,No subgenus,Pantala flavescens,
8985,Lycorma delicatula,48460/1/47120/372739/47158/184884/47744/125816/372860/52073/54944/708488/708491/324727,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Fulgoroidea,Fulgoridae,Aphaeninae,Aphaenini,Lycorma,No subgenus,Lycorma delicatula,
8896,Malacosoma disstria,48460/1/47120/372739/47158/184884/47157/56583/56584/124919/124719/61786,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Lasiocampini,Malacosoma,No subgenus,Malacosoma disstria,
8848,Odontotaenius disjunctus,48460/1/47120/372739/47158/184884/47208/71130/702480/48202/84443/564948/773548/122924,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Scarabaeoidea,Passalidae,Passalinae,Proculini,Odontotaenius,No subgenus,Odontotaenius disjunctus,
8814,Syritta pipiens,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/49995/326181/488425/520027/81980,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Syrphidae,Eristalinae,Milesiini,Syritta,No subgenus,Syritta pipiens,
8799,Oxythyrea funesta,48460/1/47120/372739/47158/184884/47208/71130/702480/48202/48201/127588/245840/1008821/68329/1130193,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Scarabaeoidea,Scarabaeidae,Cetoniinae,Cetoniini,Oxythyrea,Oxythyrea,Oxythyrea funesta,
8764,Ochlodes sylvanus,48460/1/47120/372739/47158/184884/47157/47224/47653/122493/320552/55786,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Ochlodes,No subgenus,Ochlodes sylvanus,
8758,Pieris brassicae,48460/1/47120/372739/47158/184884/47157/47224/48508/209720/321384/475032/55690,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Pierinae,Pierini,Pieris,No subgenus,Pieris brassicae,
8741,Manduca sexta,48460/1/47120/372739/47158/184884/47157/47214/47213/124081/124110/1228736/61506,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Bombycoidea,Sphingidae,Sphinginae,Sphingini,Manduca,No subgenus,Manduca sexta,
8698,Melanoplus bivittatus,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/47649/328102/523474/63523/1266323,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Acridoidea,Acrididae,Melanoplinae,Melanoplini,Melanoplus,No subgenus,Melanoplus bivittatus,
8652,Nathalis iole,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/51774,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Coliadinae,No tribe,Nathalis,No subgenus,Nathalis iole,
8538,Mythimna unipuncta,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122731/121184,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,Mythimna,No subgenus,Mythimna unipuncta,
8506,Melanargia galathea,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/58598/208491/89828,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,Melanargia,No subgenus,Melanargia galathea,
8420,Orgyia leucostigma,48460/1/47120/372739/47158/184884/47157/47607/121850/48847/82042/49031,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Orgyia,No subgenus,Orgyia leucostigma,
8375,Junonia grisea,48460/1/47120/372739/47158/184884/47157/47224/47922/202067/202224/48506,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Junoniini,Junonia,No subgenus,Junonia grisea,
8350,Lerema accius,48460/1/47120/372739/47158/184884/47157/47224/47653/122493/320549/142989,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,Lerema,No subgenus,Lerema accius,
8345,Limenitis arthemis,48460/1/47120/372739/47158/184884/47157/47224/47922/134171/134175/50881,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,No subgenus,Limenitis arthemis,
8300,Libellula vibrans,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/47818,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Libellula,No subgenus,Libellula vibrans,
8296,Asterocampa clyton,48460/1/47120/372739/47158/184884/47157/47224/47922/134166/58588,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Apaturinae,No tribe,Asterocampa,No subgenus,Asterocampa clyton,
8273,Cercyonis pegala,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/58598/208488/58608,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,Cercyonis,No subgenus,Cercyonis pegala,
8258,Ischnura ramburii,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/52054,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Ischnura,No subgenus,Ischnura ramburii,
8253,Solenopsis invicta,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469106/67597,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Formicoidea,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,No subgenus,Solenopsis invicta,
8240,Argia apicalis,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/47977,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Argia,No subgenus,Argia apicalis,
8226,Cycloneda sanguinea,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/48486/333790/333796/55490,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Cycloneda,No subgenus,Cycloneda sanguinea,
8161,Dissosteira carolina,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/47649/129164/523486/55002,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Acridoidea,Acrididae,Oedipodinae,Trimerotropini,Dissosteira,No subgenus,Dissosteira carolina,
8155,Cisseps fulvicollis,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82101/119554,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Cisseps,No subgenus,Cisseps fulvicollis,
8077,Heliconius charithonia,48460/1/47120/372739/47158/184884/47157/47224/47922/60854/134173/49767,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Heliconiinae,Heliconiini,Heliconius,No subgenus,Heliconius charithonia,
8050,Polistes exclamans,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/343248/638567/52756/789380,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Vespoidea,Vespidae,Polistinae,Polistini,Polistes,Aphanilopterus,Polistes exclamans,
